WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Pfam	PF07691	PA14 domain	45	178	4.2E-30	T	30-06-2025	IPR011658	PA14 domain	-	MetaCyc:PWY-3121|MetaCyc:PWY-5176|MetaCyc:PWY-6002|MetaCyc:PWY-6717|MetaCyc:PWY-6788|MetaCyc:PWY-6902|MetaCyc:PWY-7091|MetaCyc:PWY-7092|MetaCyc:PWY-7822|MetaCyc:PWY-7883|MetaCyc:PWY-7913|Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	MobiDBLite	mobidb-lite	consensus disorder prediction	306	327	-	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Pfam	PF17476	Clostridial binary toxin B/anthrax toxin PA domain 3	509	609	5.6E-43	T	30-06-2025	IPR035331	Clostridial binary toxin B/anthrax toxin PA, domain 3	-	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	29	-	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	FunFam	G3DSA:3.10.20.110:FF:000001	Protective antigen	515	633	2.1E-77	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Coils	Coil	Coil	24	44	-	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	30	682	-	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Gene3D	G3DSA:2.60.40.810	-	634	682	4.1E-19	T	30-06-2025	IPR027441	Protective antigen, domain 4	-	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	ProSiteProfiles	PS51820	PA14 domain profile.	43	179	19.457972	T	30-06-2025	IPR037524	PA14/GLEYA domain	-	MetaCyc:PWY-3121|MetaCyc:PWY-5176|MetaCyc:PWY-6002|MetaCyc:PWY-6717|MetaCyc:PWY-6788|MetaCyc:PWY-6807|MetaCyc:PWY-6902|MetaCyc:PWY-7091|MetaCyc:PWY-7092|MetaCyc:PWY-7822|MetaCyc:PWY-7883|MetaCyc:PWY-7913|Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	29	-	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	SUPERFAMILY	SSF56988	Anthrax protective antigen	44	681	0.0	T	30-06-2025	-	-	-	-
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	PRINTS	PR01391	Binary toxin B family signature	39	58	0.0	T	30-06-2025	IPR003896	Bacterial exotoxin B	GO:0005576(InterPro)	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	PRINTS	PR01391	Binary toxin B family signature	91	110	0.0	T	30-06-2025	IPR003896	Bacterial exotoxin B	GO:0005576(InterPro)	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	PRINTS	PR01391	Binary toxin B family signature	132	150	0.0	T	30-06-2025	IPR003896	Bacterial exotoxin B	GO:0005576(InterPro)	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	PRINTS	PR01391	Binary toxin B family signature	206	223	0.0	T	30-06-2025	IPR003896	Bacterial exotoxin B	GO:0005576(InterPro)	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	PRINTS	PR01391	Binary toxin B family signature	244	267	0.0	T	30-06-2025	IPR003896	Bacterial exotoxin B	GO:0005576(InterPro)	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	PRINTS	PR01391	Binary toxin B family signature	270	296	0.0	T	30-06-2025	IPR003896	Bacterial exotoxin B	GO:0005576(InterPro)	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	PRINTS	PR01391	Binary toxin B family signature	390	413	0.0	T	30-06-2025	IPR003896	Bacterial exotoxin B	GO:0005576(InterPro)	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	PRINTS	PR01391	Binary toxin B family signature	422	441	0.0	T	30-06-2025	IPR003896	Bacterial exotoxin B	GO:0005576(InterPro)	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	PRINTS	PR01391	Binary toxin B family signature	447	465	0.0	T	30-06-2025	IPR003896	Bacterial exotoxin B	GO:0005576(InterPro)	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	PRINTS	PR01391	Binary toxin B family signature	467	492	0.0	T	30-06-2025	IPR003896	Bacterial exotoxin B	GO:0005576(InterPro)	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	PRINTS	PR01391	Binary toxin B family signature	503	520	0.0	T	30-06-2025	IPR003896	Bacterial exotoxin B	GO:0005576(InterPro)	Reactome:R-HSA-5210891
WP_154166101.1	d1f7dfe66c980d99999888215348fb4f	682	PRINTS	PR01391	Binary toxin B family signature	548	573	0.0	T	30-06-2025	IPR003896	Bacterial exotoxin B	GO:0005576(InterPro)	Reactome:R-HSA-5210891
